TRAVEL_ID,ADV_NM,ADV_SEQ,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
f_f007095,조개 새우 구이 세트 (택배),0,4,,바다식객,반여로 185번길 80(반여동),,,,,1,25800,,2635010300
f_f007131,숙소,0,6,,삼척들레펜션,용화안길 690,,,,,5,220000,,4223031000
f_f007193,강릉또강릉 패스권,0,2,,강릉또강릉,강변로172번길 13-1 2층 (우 : 25585),,,,,4,35600,,4215011600
f_f007205,와인,1,1,,(주)나림,대구 중구 동성로3길 67,대구 중구 공평동 57-6,4223085,2711012200,2023-08-27 18:11,1,29800,,
f_f007209,음료수와 김밥,1,2,6190760999,gs25,서울 광진구 동일로 178,,3000001,1121510700,2023-08-21 10:20,1,7700,포카리;참치김치김밥,
f_f007245,얼음컵; 음료,0,2,,CU대전관평중앙점,대전 유성구 테크노1로 12-21 STOM2차,,,,,1,5000,,3020014600
f_f007246,공연티켓,1,2,8248102515,(주)인터파크트리플,서울 강남구 삼성로 512,,3122005,1168010500,2023-06-16 00:00,3,335200,관람권 ,
f_f007335,모자,0,1,,토마토앤비,143-1,,,,,1,17000,,3014010100
f_f007437,김밥,1,4,3691200260,얌샘김밥,서울 중랑구 신내로 211,서울 중랑구 신내동 646,3106007,1126010600,2023-08-29 10:16,1,10300,[포장]참치샐러드김밥;[포장]통새우김밥,
f_f007494,고기 컵라면 과자 음료수 맥주,0,2,,롯데마트엄궁점,롯데마트,,,,,4,38060,,2653010800
f_f007514,양고기,0,6,,초이유통,222-2,,,,,1,72670,,4145012200
f_f007515,방수팩,1,2,1378532096,롯데마트,인천 서구 검단로744번3길 14,인천 서구 불로동 793-2,4268141,2826012100,2023-08-16 19:22,1,14800,,
f_f007525,연태고량주 코카콜라제로 무알콜클라우드 아이시스2L,1,2,6052157263,JC마트,부산 부산진구 가야대로 635-12,부산 부산진구 당감동 109-4,2006015,2623010900,2023-08-21 10:54,1,15950,연태고량주;무알콜클라우드;아이시스2L;코카콜라제로캔,
f_f007535,숙박시설만 예약함,0,4,,호텔파티오,동해대로 5180,,,,,1,150000,,4282033000
f_f007550,아홉산숲 입장권/요시고 사진전 입장권/루지 이용권,1,2,2068689631,(주)엘에스컴퍼니,제주특별자치도 제주시 청사로 11,제주특별자치도 제주시 도남동 573-2,3349193,5011012900,2023-08-16 15:36,1,5000,[부산]기장 아홉산숲,
f_f007550,아홉산숲 입장권/요시고 사진전 입장권/루지 이용권,2,2,3058800859,스카이라인루지 부산,부산 기장군 기장읍 기장해안로 205,부산 기장군 기장읍 시랑리 산 46,3140057,2671025033,2023-08-16 15:49,1,62700,탑승권,
f_f007550,아홉산숲 입장권/요시고 사진전 입장권/루지 이용권,3,2,2618107403,주식회사미디어앤아트,서울 성동구 아차산로17길 49,,4109391,1120011500,2023-08-16 17:47,1,30000,[일반권]요시고사진전-부산,
f_f007550,아홉산숲 입장권/요시고 사진전 입장권/루지 이용권,4,2,2888102529,부산요트투어요트더퀸(주),부산 해운대구 센텀1로 28,부산 해운대구 우동 1523,3133011,2635010500,2023-08-16 17:09,1,58800,부산요트투어 20명만 탑승 ,
f_f007567,방탈출카페 예약금,0,2,,비밀의화원 서면점,191-3 지하1층,,,,,5,20000,,2623010300
f_f007631,맥주 새우깡,1,3,6880902024,GS25,강원특별자치도 속초시 노리5길 5,강원특별자치도 속초시 노학동 330-1,4469017,5121010700,2023-09-03 19:41,1,7000,테라캔;농심새우깡봉지 ,
f_f007688,물,0,3,,미주공판장,이충로60,,,,,1,5000,,4122010900
f_f007700,삼겹살,1,3,1179135085,경창축산,서울 양천구 중앙로53길 56,서울 양천구 신월동 463-11,4142389,1147010300,2023-08-14 16:49,1,30000,,
f_f007719,삼각대,1,2,1208800767,쿠팡(주) ,서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-08-16 22:31,1,18240,셀루미 고강성 퍼포먼스 삼각대+홀더+리모컨 세트,
f_f007810,금오산랜드 입장권,1,2,5248601528,네이버파이낸셜주식회사 ,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-16 00:00,1,24000,[하동]금오산랜드 물썰매장 외1건,
f_f007948,헤이즐넛커피; 약과쿠키; 블루레몬에이드,0,3,,CU 안산댕이골점,1347-2,,,,,1,8700,,4127110300
f_f007961,요시고 사진전 티켓 시뢰버스 티켓,2,1,1048183559,(주)티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-15 17:08,1,12000,버스표,
f_f008053,렌트,1,2,2208791595,(주)그린카,서울 강남구 테헤란로70길 16,서울 강남구 대치동 890-38,4166755,1168010600,2023-08-20 10:07,1,64560,,
f_f008053,렌트,2,2,,(주)그린카,서울 중구 통일로 92,서울 중구 순화동 1-170,3000008,1114016800,2023-08-20 23:12,1,26860,렌트비,
f_f008072,먹거리 샀습니다 !,1,2,2208160348,홈플러스,경북 경주시 공단로 97,경북 경주시 용강동 800-11,3305008,4713012500,2023-08-17 15:07,1,69080,미닛메이드오랜지;펩시콜라;빼빼로아몬드;육개장사발면;생마늘쌈장,
f_f008082,해변열차,1,2,1018190575,(주) 현대이지웰,서울 서대문구 충정로 23,서울 서대문구 충정로3가 470,3112011,1141010200,2023-08-22 00:00,3,12800,[부산]해운대 블루라인파크 해변열차 1회 승차권(1인권),
f_f008096,음식,1,3,4488200590,하양농협 하나로마트,경북 경산시 하양읍 대학로 1517-6,,3313081,4729025021,2023-08-16 17:48,1,48272,청상추;M시그니처 오리훈제슬라이스;홀그레인머스타드;대림선 부어스트콤비네이션;사과,
f_f008180,소고기 야채 술 음료수 햇반,0,2,,코스트코코리아 김해점,선천남로 16,,,,,1,235300,,4825032000
f_f008203,요시고 전시 예매,1,2,2618107403,주식회사 미디어앤 아트,서울 성동구 아차산로17길 49,,4109391,1120011500,2023-08-17 11:40,3,30000,요시고 사진전-부산,
f_f008373,요석궁 1779 예약금,1,2,5248601528,네이버파이낸셜주식회사,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-14 00:00,1,60000,요석궁1779,
f_f008400,시외버스 사전 예매,1,1,1048183559,(주)티머니 ,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-08 09:22,1,12000,버스표,
f_f008406,참깨라면; 칭따오맥주,0,2,,하나로마트 청라점,청라에메랄드로 99,,,,,1,14800,,2826012200
f_f008438,스타벅스 커피,0,2,,스타벅스 물금Dt점,스타벅스,,,,,1,13900,,4833025321
f_f008445,오션월드 입장권,2,2,2208183676,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-08-21 00:00,1,52530,[단독특가]오션월드 워터파크 종일권+구명조끼,
f_f008473,배비치블랙 쇼비뇽블랑(선물받음),0,1,,더현대 서울,22,,,,,4,19000,,1156011000
f_f008547,런닌맹 입장권,1,2,5248601528,네이버파이낸셜주식회사 ,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-18 18:31,1,28800,강릉점1인 입장권,
f_f008555,콘서트 티켓,0,2,,인터파크,1342,,,,,1,300000,,2647010100
f_f008571,텐트대여,1,1,,필립스가든,경남 김해시 생림면 인제로 545-61,경남 김해시 생림면 나전리 30-22,3335051,4825035021,2023-08-17 13:18,1,10000,,
f_f008572,김밥,1,3,3493300655,수미네 김밥,대구 달성군 다사읍 대실역남로 94,대구 달성군 다사읍 죽곡리 851-7,3148058,2771025627,2023-08-26 10:49,1,12000,야채김밥;참치김밥;계란폭탄,
f_f008584,녹차,1,4,2018121515,스타벅스,강원특별자치도 동해시 동해대로 5453,강원특별자치도 동해시 평릉동 163-3,2000023,5117010200,2023-08-20 11:53,1,6800,G)제주유기농말차 F ,
f_f008610,방수가방,1,1,8048601690,주식회사 티엘팩토리,서울 강북구 도봉로 274-1,,3005039,1130510100,2023-08-20 18:01,3,13400,방수슬링백,
f_f008730,술,0,2,,롯데슈퍼 수성점,대구 수성구 수성로 227 롯데슈퍼 수성점,,,,,1,32000,,2726010800
f_f008752,간식메뉴,1,3,1382201043,GS25,강원특별자치도 강릉시 동해대로 3292,강원특별자치도 강릉시 죽헌동 305-1,2000023,5115013300,2023-08-20 09:53,1,19500,농심새우깡봉지;토레타더락토;풀)돈까스덮밥;야채샐러드퍼플;야채샐러드레드,
f_f008761,스파더스페이스 입장권,0,2,,스파더스페이스,유산군령로 250,,,,,1,18600,,4812531000
f_f008807,고속버스 2명 왕복티켓,1,2,2208742885,㈜야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-17 00:01,1,40470,버스비,
f_f008807,고속버스 2명 왕복티켓,2,2,2208742885,㈜야놀자 ,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-24 02:02,1,39710,버스비,
f_f008830,페달앤패들 체험활동 예약,1,2,3253600382,광안리 해양 레포츠 센터,부산 수영구 광안해변로54번길 222,부산 수영구 남천동 148-103,4214083,2650010500,2023-08-18 00:00,1,70000,페달앤패들,
f_f008838,울산행 시외버스 좌석티켓,0,2,,(주)울산정류장,1481-1,,,,,1,18600,,3114010600
f_f008866,흠뻑쇼 티켓,1,4,8248102515,주식회사 인터파크 ,서울 강남구 삼성로 512,서울 강남구 삼성동 157-1,3122005,1168010500,2023-06-07 00:00,1,667200,관람권,
f_f008870,고속버스 티켓,1,2,1388128578,(주)동양고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-08-24 19:04,1,23100,버스비,
f_f008870,고속버스 티켓,2,2,1388128578,(주)동양고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-08-26 18:02,1,25400,기차표,
f_f008870,고속버스 티켓,3,2,1388128578,(주)동양고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-08-26 18:06,1,25400,버스비,
f_f008870,고속버스 티켓,4,2,1388128578,(주)동양고속,서울 서초구 신반포로 194,서울 서초구 반포동 19-4,3121017,1165010700,2023-08-24 19:03,1,23100,버스비,
f_f008923,센텀스파랜드입장권3장과 요트투어입장권3장 미리구매했습니다,1,3,2208742885,주식회사 야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-13 00:00,3,46000,부산센텀 스파랜드 831스파랜드 입장권,
f_f008923,센텀스파랜드입장권3장과 요트투어입장권3장 미리구매했습니다,3,3,6393101266,부산요트투어 위드요트,부산 해운대구 해운대해변로 84,,3133043,2635010500,2023-08-21 00:00,3,89700,부산야경 더베이101 요트 탑승예약권,
f_f009030,구명조끼;캘리포니아비치,0,2,,캘리포니아비치,191-5,,,,,1,55800,,4713013500
f_f009064,보조배터리,1,1,1078657147,스토리웨이,강원특별자치도 춘천시 공지로 591,,3218003,5111011700,2023-08-21 12:14,1,11400,드리온)8핀포켓미,
f_f009115,하이패스충전,1,1,6070932742,세븐일레븐,부산 연제구 법원로16번길 10,부산 연제구 거제동 1497-2,4211188,2647010100,2023-08-20 11:08,1,20000,하이패스카드충전서비스 ,
f_f009153,버스예매,1,3,,시외버스 모바일(티머니),서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-20 19:23,1,23100,버스비,
f_f009153,버스예매,2,3,1048183559,시외버스 모바일(티머니),서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-18 21:51,1,18000,버스비,
f_f009165,주유비,1,4,8368500686,지에스칼텍스(주) 진주혁신도시주유소,경남 진주시 동진로 581,경남 진주시 충무공동 222-1,3332077,4817013700,2023-08-20 10:23,1,98450,주유비,
f_f009168,커피,1,1,1906100639,컴포즈커피,대구 달서구 월배로33길 125,,4241483,2729012000,2023-08-20 10:47,3,3000,,
f_f009569,과자 음료수,0,3,,하나유통,이곡공원로 83,,,,,3,9000,,2729011100
f_f009605,공연관람 티켓,2,1,2208802594,멜론티켓,경기 성남시 분당구 판교역로 221,경기 성남시 분당구 삼평동 672,3179025,4113510900,2023-07-06 17:37,1,66000,관람권,
f_f009733,모래놀이세트,0,1,,다이소,75,,,,,1,3000,,4729011500
f_f009746,음식,1,2,1208800767,쿠팡(주),서울 송파구 송파대로 570,서울 송파구 신천동 7-30,2005011,1171010200,2023-08-26 10:35,1,37860,우리식품 파채무침 소스;곰곰 국내산 파채;모아미트 캐나다산 보리먹인 암퇘지 삼겹 목살 항정살 모둠팩 구이용(냉장);프레시지 고깃집 된장찌개 밀키트,
f_f009779,이온음료,0,1,,코레일유통주식회사,울산 남구 산업로 654,,,,,1,1500,,3114010600
f_f009787,과자 2개,0,1,,다이소 용산아이파크몰점,서울 용산구 한강대로23길 55 현대아이파크몰 지하 1층,,,,,1,2000,,1117012800
f_f009827,김밥 2줄,1,2,,명품김밥,,,,,2023-08-28 07:14,1,5000,,
f_f009858,에너지바; 포카리 스웨트 큰페트,0,1,,써니마트,경남 창원시 의창구 서상로 46,,,,,1,6000,,4812110300
f_f010006,롯데월드 어드벤쳐 부산 after3 표,1,2,2338503166,롯데월드 어드벤쳐 부산,부산 기장군 기장읍 동부산관광로 42,부산 기장군 기장읍 시랑리 산 46,3350834,2671025033,2023-08-23 08:27,1,64800,After 3 종합이용권 어른 ,
f_f010035,사전예약 케이크,0,1,,Oct.4,수영로522번길 62 1층,,,,,5,23000,,2650010200
f_f010136,요시고 사진전 티켓구매,1,1,2618107403,주식회사미디어앤아트,서울 성동구 아차산로17길 49,,4109391,1120011500,2023-09-01 14:41,1,15000,[일반권]요시고 사진전 - 부산 입장권 ,
f_f010197,캘리포니아비치 입장권,0,2,,캘리포니아비치,,,,,,1,57800,,4713013500
f_f010208,주유소,0,1,,(주)더케어웅촌구도일,웅촌로 504 1층,,,,,1,50000,,3171034000
f_f010239,숙취해소 젤리,1,2,5543300596,미니스톱,부산 기장군 정관읍 정관5로 12,부산 기장군 정관읍 매학리 723,3140043,2671025622,2023-08-26 11:11,3,3900,삼양사)상쾌한스틱,
f_f010249,옥수수수염차,0,1,,StoryWay,전농동588-1,,,,,1,1000,,1123010400
f_f010276,오션월드 입장권 및 코인충전,1,2,2208183676,주식회사 지마켓,서울 강남구 테헤란로 152,서울 강남구 역삼동 737,3122010,1168010100,2023-08-18 10:26,1,56480,,
f_f010276,오션월드 입장권 및 코인충전,2,2,2238108341,소노인터내셔널,강원특별자치도 홍천군 서면 한치골길 262,,4475627,5172037023,2023-08-28 12:39,1,80000,선불충전,
f_f010285,보조배터리,0,1,,쿠팡-누아트,송파대로 570 8~26층,,,,,5,8480,,1171010200
f_f010340,주유,1,3,5142162529,동양주유소,대구 달서구 월곡로 149,대구 달서구 상인동 1170,3147029,2729011500,2023-08-22 19:05,1,50000,주유비 ,
f_f010650,입장권 및 캠핑카바나,1,10,5668701096,㈜위메프,서울 강남구 영동대로 502,,2122002,1168010500,2023-08-25 00:00,1,330000,오션월드 극성수기-입장권,
f_f010650,입장권 및 캠핑카바나,2,10,2238108341,(주)소노인터내셔널,강원특별자치도 홍천군 서면 한치골길 262,,4475627,5172037023,2023-08-26 00:00,1,230000,캠핑카바나 예약,
f_f010698,기능성반팔티,0,1,,롯데마트 이천점,474,,,,,3,29800,,4150010700
f_f010742,아르떼 뮤지엄 티켓,0,2,,아르떼 뮤지엄,초당동 505,,,,,4,40000,,4215011200
f_f010783,요시고 사진전 티켓,1,2,,요시고 사진전 부산,,,,,2023-08-17 00:00,1,30000,[일반권]요시고 사진전 - 부산 입장권 ,
f_f010802,커피,1,1,3771302344,맨날맨날커피,경북 칠곡군 동명면 금암중앙길 71-1,경북 칠곡군 동명면 금암리 320,4766094,4785032030,2023-08-23 17:25,3,2000,ICE아메리카노,
f_f010814,아쿠아삭스,1,2,5248601528,NAVER FINANCIAL,경기 성남시 분당구 정자일로 95,경기 성남시 분당구 정자동 178-4,3180021,4113510300,2023-08-09 00:00,1,6800,올리민 빠지 남여 공용 아쿠아삭스,
f_f010870,라이언홀리데이 인 부산 입장권2매,1,2,2208742885,(주)야놀자,서울 강남구 테헤란로108길 42,서울 강남구 대치동 1003,4166713,1168010600,2023-08-02 16:18,1,15000,라이언 홀리데이 인 부산 체험관 입장권,
f_f010886,버스표,0,3,,부산종합버스터미널,133,,,,,1,66000,,2641010200
f_f010933,주유,1,3,2218211963,동춘천농협 클린주유소,강원특별자치도 춘천시 동내면 학곡동2길 17,강원특별자치도 춘천시 동내면 학곡리 590,4454748,5111039025,2023-08-26 10:58,1,40000,주유비,
f_f010988,바베큐용 펜션 물품 및 식재료,1,2,2208160348,홈플러스,대구 수성구 동대구로 95,대구 수성구 두산동 113,3007004,2726011100,2023-08-23 21:48,1,40500,움트리육류생와사비;기름떡볶이;해찬들사계절쌈장;한끼신선 새송이 슬;칼집그릴비엔나,
f_f010989,가평맛남샌드,2,2,8598501937,(주)파리크라상,경기 가평군 설악면 미사리로 540,경기 가평군 설악면 미사리 274-9,3216014,4182031026,2023-09-03 14:43,1,32000,가평 맛남샌드,
f_f011248,기차표,1,2,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-08-30 21:32,1,27600,기차표 ,
f_f011248,기차표,3,2,3148210024,한국철도공사,대전 동구 중앙로 240,,3164033,3011011300,2023-08-30 21:33,1,27600,기차표 ,
f_f011329,고속버스 탑승권,1,2,1048183559,티머니GO,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-10 16:04,1,89200,버스표,
f_f011416,마이구미 젤리 1개; 맥스봉 2개; 포켓몬 빵 1개,0,2,,Cu 현대아파트점,거제대로 37 (양정동  현대2차아파트),,,,,1,4700,,2623010100
f_f011464,반월당 닭강정,1,2,1078657147,스토리웨이,대구 동구 동대구로 550,,3007004,2714010100,2023-08-24 12:21,1,4000,(순)싱글컵 치킨,
f_f011476,흠뻑쇼 티켓,1,2,3798101210,피네이션_SJ_당일,서울 강남구 논현로151길 21,서울 강남구 신사동 563-2,4166144,1168010700,2023-07-13 00:00,3,315200,관람권 ,
f_f011487,대구이월드예매,0,2,,주식회사야놀자,산302-11,,,,,1,81800,,2729010200
f_f011529,클럽디오아시스 통합권(이벤트 당첨),1,1,1208160844,갤럭시아머니트리(주),서울 강남구 광평로 281,,3122002,1168011500,2023-08-20 19:45,1,100,입장권,
f_f011559,돗자리,0,1,,당근거래,서울 중랑구 면목로33길 38 1층,,,,,5,1000,,1126010100
f_f011568,소고기;주류;간식,0,2,,롯데마트,,,,,,1,98000,,3114010500
f_f011601,요트투어,1,2,1411401840,부산요트투어 요트다,부산 해운대구 해운대해변로 84,,3133043,2635010500,,1,38000,,
f_f011809,마시는 멀미약,0,2,,하늘약국,한누리대로253 에스빌딩1층,,,,,1,1400,,3611010700
f_f011818,시외버스 티켓,1,2,1268100825,(주)대원고속,경기 광주시 광주대로 171,,2211001,4161010300,2023-08-29 17:27,1,17000,버스표 ,
f_f011818,시외버스 티켓,2,2,6058121736,부산서부버스터미널(주),부산 사상구 사상로 201,,3132023,2653010400,2023-08-28 13:10,1,34000,기차표,
f_f011907,시외버스표,1,2,,금아여행,,,,,2023-08-28 20:40,1,9500,버스표,
f_f011907,시외버스표,3,2,,고려여객(자주),,,,,2023-08-28 09:20,1,9500,버스비,
f_f011915,마트 장보기,1,4,1588601452,김해중소유통물류협동조합,경남 김해시 서김해산단안길 56,경남 김해시 풍유동 1005-3,4857152,4825011100,2023-08-24 00:00,1,74420,수박;자숙연근채(중국산);부추/1단;완도어린미역;나이스)매운닭발(냉장),
f_f011944,식료품,1,4,4738100089,주식회사 컬리페이,서울 강남구 테헤란로 133,,3122010,1168010100,2023-08-22 13:56,1,157242,[중앙닭강정]닭강정 달콤한 맛,
f_f011950,주유,1,1,3048506034,단양팔경(춘천)주유소,충북 단양군 단성면 하방3길 100,충북 단양군 단성면 하방리 56,4544523,4380036025,2023-08-26 15:20,1,70000,주유비,
f_f011953,컴포즈 커피,0,2,,컴포즈 커피,컴포즈 커피 달동점,,,,,1,7600,,3114010500
f_f011963,시외버스,1,2,1048183559,(주)티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-12 20:03,1,44200,버스표 ,
f_f011963,시외버스,2,2,1048183559,(주)티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-12 20:03,1,53000,버스표 ,
f_f012115,시외버스 탑승권 영수증,1,1,1048183559,㈜티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-09-09 20:45,1,9800,버스비,
f_f012115,시외버스 탑승권 영수증,2,1,1048183559,㈜티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-09-10 19:13,1,9800,버스비,
f_f012122,식당예약,1,2,,파라다이스 호텔,부산 해운대구 해운대해변로 296,부산 해운대구 중동 1408-5,3133043,2635010600,2023-08-30 13:56,3,189002,Lunch Buffet,
f_f012122,식당예약,2,2,6188100741,파라다이스호텔 부산 온더 플레이트,부산 해운대구 해운대해변로 296,,3133043,2635010600,2023-08-30 12:30,3,189000,식사권,
f_f012136,두근두근도라에몽전 인터파크로 얼리버드 했어요,1,2,5418801094,주식회사 우리공간연구소,경기 파주시 회동길 483,경기 파주시 문발동 635-2,4418895,4148011500,2023-08-27 00:00,3,21000,[대구전시]두근두근도라에몽전 ,
f_f012150,시외버스,1,1,1048183559,티머니,서울 중구 후암로 110,서울 중구 남대문로5가 581,3101024,1114011800,2023-08-26 16:29,3,21200,버스표 ,
f_f012158,물,1,1,,,,,,,2023-08-24 11:36,3,2000,,
f_f012158,물,2,1,,GS25,경남 진주시 남강로 705-1,경남 진주시 장대동 95-9,3332011,4817011700,2023-08-24 11:11,1,1000,,
f_f012367,기름,1,2,6068536735,광신석유(주)백양대로,부산 북구 백양대로 995,,2006008,2632010500,2023-08-27 13:15,1,50610,주유비 ,
f_f012381,손톱네일,0,1,,어뮤즈무드,칠곡중앙대로 52길 3,,,,,5,20000,,2723012600
