COMPANION_SEQ,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,COMPANION_SITUATION
2,e_e000003,2,1,2,1
1,e_e000003,1,2,5,1
3,e_e000003,2,2,2,1
1,e_e000340,1,1,5,1
3,e_e000340,2,1,1,1
2,e_e000340,2,1,1,1
1,e_e000515,1,2,5,1
3,e_e000515,2,2,1,1
2,e_e000515,2,2,2,1
4,e_e000515,2,1,1,1
1,e_e000654,8,1,4,1
6,e_e001062,7,1,5,3
1,e_e001062,7,1,5,3
3,e_e001062,7,1,5,3
5,e_e001062,7,1,5,3
7,e_e001062,7,1,5,3
2,e_e001062,7,1,5,3
4,e_e001062,7,1,5,3
1,e_e004690,1,2,4,1
1,e_e004785,8,1,3,1
1,e_e006945,5,2,5,1
1,e_e008914,8,1,4,1
3,e_e008914,3,2,6,3
2,e_e008914,3,1,6,1
1,f_f000007,1,1,4,1
1,f_f000012,8,1,4,1
1,f_f000014,1,2,3,1
2,f_f000015,7,2,3,1
1,f_f000015,7,2,3,1
3,f_f000015,7,2,3,2
1,f_f000021,1,1,6,1
2,f_f000021,2,2,3,1
1,f_f000022,3,1,8,3
3,f_f000022,3,2,8,3
2,f_f000022,3,1,8,3
2,f_f000023,7,1,6,3
4,f_f000023,9,1,5,3
1,f_f000023,1,2,6,1
3,f_f000023,11,2,6,3
1,f_f000026,8,2,4,1
2,f_f000028,2,2,3,1
1,f_f000028,1,1,5,1
2,f_f000029,2,2,1,1
4,f_f000029,3,2,7,3
1,f_f000029,1,1,5,1
3,f_f000029,5,1,3,3
2,f_f000031,2,1,1,1
1,f_f000031,1,1,5,1
2,f_f000032,2,1,1,1
1,f_f000032,1,1,5,1
3,f_f000032,2,1,1,1
1,f_f000034,1,1,5,1
1,f_f000039,8,1,4,1
1,f_f000264,8,1,4,1
1,f_f000265,2,2,1,1
3,f_f000265,5,2,4,3
5,f_f000265,7,2,5,3
2,f_f000265,2,2,1,1
4,f_f000265,3,2,7,3
2,f_f000268,2,2,2,3
4,f_f000268,6,2,4,3
6,f_f000268,6,2,1,3
1,f_f000268,1,1,4,1
3,f_f000268,4,2,7,3
5,f_f000268,6,1,4,3
3,f_f000273,2,1,2,1
2,f_f000273,2,1,2,1
1,f_f000273,1,1,5,1
1,f_f000274,7,2,4,1
1,f_f000275,8,1,4,1
1,f_f000278,2,1,2,1
1,f_f000279,8,2,3,1
2,f_f000280,7,2,6,2
1,f_f000280,7,2,6,1
2,f_f000282,3,1,7,1
1,f_f000282,3,2,7,1
1,f_f000296,3,2,7,1
1,f_f000297,2,1,1,1
3,f_f000297,3,2,7,2
2,f_f000297,1,1,5,1
3,f_f000298,2,1,1,1
2,f_f000298,2,1,1,1
1,f_f000298,1,1,4,1
1,f_f000301,7,1,3,3
1,f_f000304,1,1,4,1
3,f_f000304,2,2,2,1
2,f_f000304,2,2,2,1
2,f_f000311,7,2,4,1
1,f_f000311,1,1,5,1
3,f_f000311,2,1,1,1
2,f_f000318,7,2,6,1
1,f_f000318,7,2,6,1
3,f_f000318,7,2,6,1
1,f_f000319,8,2,3,1
1,f_f000320,2,2,2,1
2,f_f000320,2,1,1,1
2,f_f000324,2,1,1,1
1,f_f000324,1,1,5,1
3,f_f000324,2,1,1,1
1,f_f000326,1,1,5,1
2,f_f000326,2,2,1,1
1,f_f000332,7,2,6,1
3,f_f000332,7,2,5,1
2,f_f000332,7,2,5,1
2,f_f000333,3,2,7,1
1,f_f000333,3,1,7,1
3,f_f000333,5,1,4,1
1,f_f000334,1,1,5,1
2,f_f000334,2,2,2,1
1,f_f000336,1,1,5,1
3,f_f000336,7,2,6,2
2,f_f000336,2,2,1,1
4,f_f000336,7,2,1,2
1,f_f000337,1,1,4,1
1,f_f000340,7,1,5,3
2,f_f000341,2,2,1,1
1,f_f000341,1,1,4,1
1,f_f000342,1,1,4,1
3,f_f000342,3,1,8,3
2,f_f000342,2,1,1,1
4,f_f000342,3,2,7,3
1,f_f000344,1,1,5,1
3,f_f000344,3,1,8,1
2,f_f000344,2,2,1,1
4,f_f000344,3,2,7,1
1,f_f000348,1,1,4,1
3,f_f000348,2,2,1,1
2,f_f000348,2,2,1,1
1,f_f000352,1,1,4,1
3,f_f000352,2,1,1,1
2,f_f000352,2,2,1,1
2,f_f000356,2,1,2,1
1,f_f000356,1,1,5,3
1,f_f000362,3,2,6,1
1,f_f000366,1,1,4,1
3,f_f000366,2,1,1,1
2,f_f000366,2,2,1,1
1,f_f000369,7,2,6,1
3,f_f000369,11,2,1,1
2,f_f000369,2,2,1,1
2,f_f000370,2,2,1,1
1,f_f000370,1,2,4,1
1,f_f000371,8,2,5,3
1,f_f000373,8,1,5,1
2,f_f000374,3,2,8,1
1,f_f000374,2,1,2,1
1,f_f000376,8,1,3,1
1,f_f000379,1,1,5,1
3,f_f000379,2,1,2,1
2,f_f000379,2,2,2,1
1,f_f000380,8,1,3,1
1,f_f000383,1,1,5,1
3,f_f000383,2,1,1,1
2,f_f000383,2,1,2,1
1,f_f000387,8,1,4,1
2,f_f000392,2,1,2,1
1,f_f000392,1,1,5,1
3,f_f000392,2,2,2,1
1,f_f000393,8,1,4,1
1,f_f000394,7,2,5,3
1,f_f000398,1,1,5,1
1,f_f000405,7,2,4,1
1,f_f000411,8,1,6,1
1,f_f000412,5,2,3,1
1,f_f000413,2,1,2,1
1,f_f000417,1,1,4,1
3,f_f000417,3,1,7,3
5,f_f000417,5,1,3,3
7,f_f000417,6,2,1,3
2,f_f000417,2,2,1,1
4,f_f000417,3,2,7,3
6,f_f000417,5,1,4,3
2,f_f000422,7,2,5,3
1,f_f000422,7,2,5,1
3,f_f000422,7,2,4,3
1,f_f000423,1,1,5,1
3,f_f000423,2,1,2,1
5,f_f000423,3,2,8,1
7,f_f000423,6,2,1,1
2,f_f000423,2,1,2,1
4,f_f000423,3,1,8,1
6,f_f000423,6,2,5,1
1,f_f000424,6,2,6,1
3,f_f000424,2,2,1,1
2,f_f000424,6,2,6,1
2,f_f000428,11,1,1,1
1,f_f000428,1,1,7,2
1,f_f000431,8,1,3,1
1,f_f000432,1,1,5,1
2,f_f000432,2,2,1,1
1,f_f000434,7,2,3,1
2,f_f000435,2,2,1,1
4,f_f000435,11,2,1,1
1,f_f000435,2,1,1,1
3,f_f000435,7,2,5,1
1,f_f000440,1,1,6,1
2,f_f000440,2,2,2,1
1,f_f000441,1,1,5,1
3,f_f000441,2,1,1,1
2,f_f000441,2,1,2,1
2,f_f000442,2,1,2,1
1,f_f000442,3,2,8,1
2,f_f000444,2,2,1,1
1,f_f000444,1,1,5,1
3,f_f000444,2,1,1,1
1,f_f000446,8,1,3,1
3,f_f000447,2,1,2,1
2,f_f000447,2,2,2,1
1,f_f000447,1,1,5,1
1,f_f000448,7,2,4,1
1,f_f000452,1,1,6,1
2,f_f000452,2,2,1,1
1,f_f000456,7,2,4,1
3,f_f000456,7,2,3,1
2,f_f000456,7,2,3,1
2,f_f000459,5,2,5,1
1,f_f000459,2,2,1,1
3,f_f000459,6,1,1,1
1,f_f000460,2,1,1,1
3,f_f000460,11,1,1,3
2,f_f000460,7,2,5,3
2,f_f000463,2,1,2,1
4,f_f000463,2,2,1,1
1,f_f000463,1,1,5,1
3,f_f000463,2,1,1,1
2,f_f000467,2,1,1,1
1,f_f000467,1,1,5,1
2,f_f000472,2,2,1,1
1,f_f000472,1,1,5,1
1,f_f000474,8,2,3,1
1,f_f000476,7,2,3,3
1,f_f000479,1,1,5,1
3,f_f000479,3,2,7,1
2,f_f000479,3,1,7,1
1,f_f000481,2,1,2,1
1,f_f000486,8,1,3,1
1,f_f000488,1,1,6,1
1,f_f000495,8,1,3,1
1,f_f000499,1,1,5,1
1,f_f000502,7,2,4,3
1,f_f000503,1,1,5,1
3,f_f000503,2,2,1,1
2,f_f000503,2,1,1,1
1,f_f000504,7,2,5,1
2,f_f000507,3,2,7,1
1,f_f000507,3,1,7,1
1,f_f000517,1,2,4,1
2,f_f000517,2,2,1,1
1,f_f000526,1,2,5,1
3,f_f000526,2,1,1,1
2,f_f000526,2,2,2,1
1,f_f000529,3,2,6,1
1,f_f000540,1,1,4,1
2,f_f000540,2,1,2,1
1,f_f000545,1,1,5,1
3,f_f000545,2,1,2,1
2,f_f000545,2,2,2,1
1,f_f000557,1,1,5,1
3,f_f000557,2,1,2,1
2,f_f000557,2,2,2,1
1,f_f000565,8,1,3,1
1,f_f000566,1,2,5,1
3,f_f000566,2,2,2,1
2,f_f000566,2,2,2,1
2,f_f000567,2,2,1,1
1,f_f000567,1,1,5,1
3,f_f000567,2,2,1,1
1,f_f000570,8,2,4,1
6,f_f000573,7,2,4,1
1,f_f000573,7,1,3,1
3,f_f000573,7,1,4,1
5,f_f000573,7,2,3,1
7,f_f000573,7,2,4,1
2,f_f000573,7,1,3,1
4,f_f000573,7,2,3,1
1,f_f000576,10,2,6,3
3,f_f000576,10,2,5,3
2,f_f000576,10,2,5,3
4,f_f000576,10,2,5,1
2,f_f000578,2,2,1,1
1,f_f000578,1,2,4,1
3,f_f000578,3,2,6,1
1,f_f000581,1,1,5,1
3,f_f000581,2,1,1,1
2,f_f000581,2,1,1,1
1,f_f000582,5,2,3,1
1,f_f000583,8,1,4,1
1,f_f000592,1,1,7,1
2,f_f000592,2,2,4,1
1,f_f000593,1,1,5,1
2,f_f000593,2,2,2,1
1,f_f000595,1,1,5,1
3,f_f000595,2,2,2,1
2,f_f000595,2,2,2,1
1,f_f000599,6,2,3,1
1,f_f000600,3,1,7,3
3,f_f000600,5,1,5,1
5,f_f000600,6,2,1,1
2,f_f000600,3,2,7,3
4,f_f000600,6,2,5,1
6,f_f000600,6,1,1,1
1,f_f000601,7,2,3,1
2,f_f000603,3,2,6,1
1,f_f000603,3,1,7,1
1,f_f000605,2,2,1,1
1,f_f000606,1,1,5,1
3,f_f000606,2,2,1,1
2,f_f000606,2,1,2,1
2,f_f000608,2,2,3,1
1,f_f000608,2,2,3,1
2,f_f000612,2,2,1,1
1,f_f000612,1,2,4,1
3,f_f000612,2,2,1,1
1,f_f000618,1,1,5,1
2,f_f000622,2,1,2,1
1,f_f000622,1,2,5,1
3,f_f000622,2,2,1,1
1,f_f000624,8,1,4,1
1,f_f000626,1,2,5,1
1,f_f000633,8,2,4,1
7,f_f000634,6,1,2,1
2,f_f000634,3,2,6,1
4,f_f000634,4,2,8,1
6,f_f000634,6,2,6,1
1,f_f000634,3,1,6,1
3,f_f000634,4,1,8,1
5,f_f000634,6,1,6,1
1,f_f000635,7,2,5,1
2,f_f000642,3,1,7,3
1,f_f000642,2,2,1,1
3,f_f000642,3,2,7,3
1,f_f000643,7,2,5,3
2,f_f000643,7,2,5,3
1,f_f000645,7,2,4,1
3,f_f000645,7,2,4,1
2,f_f000645,7,2,4,1
3,f_f000646,2,2,1,1
2,f_f000646,2,2,2,1
1,f_f000646,1,2,4,1
2,f_f000654,2,2,1,1
1,f_f000654,1,1,5,1
1,f_f000658,1,1,5,1
3,f_f000658,3,2,7,1
5,f_f000658,5,2,5,2
7,f_f000658,11,1,5,2
9,f_f000658,11,1,1,2
11,f_f000658,11,1,1,2
2,f_f000658,3,1,8,1
4,f_f000658,5,2,5,2
6,f_f000658,11,1,5,2
8,f_f000658,11,2,2,2
10,f_f000658,11,1,1,2
1,f_f000659,5,2,4,1
3,f_f000659,3,2,6,1
5,f_f000659,6,2,6,1
7,f_f000659,11,1,6,1
2,f_f000659,6,2,3,1
4,f_f000659,6,2,6,1
6,f_f000659,6,2,7,1
2,f_f000663,2,2,1,1
1,f_f000663,1,1,4,1
3,f_f000663,2,2,1,1
1,f_f000668,1,2,4,1
3,f_f000668,3,2,7,1
2,f_f000668,3,1,7,1
1,f_f000675,3,2,6,1
1,f_f000677,1,1,5,1
3,f_f000677,2,2,1,1
2,f_f000677,2,2,1,1
1,f_f000684,8,1,4,1
1,f_f000685,1,1,5,1
2,f_f000685,2,1,1,1
1,f_f000686,3,2,7,1
1,f_f000692,7,2,6,1
2,f_f000692,7,2,6,1
1,f_f000693,9,2,4,1
1,f_f000696,7,2,4,1
2,f_f000696,11,2,1,1
1,f_f000697,3,1,7,1
2,f_f000697,3,2,7,1
1,f_f000699,1,2,5,1
3,f_f000699,2,1,1,1
5,f_f000699,6,2,7,3
7,f_f000699,6,2,4,3
2,f_f000699,2,1,1,1
4,f_f000699,6,1,7,3
6,f_f000699,6,1,4,3
2,f_f000704,2,2,1,1
1,f_f000704,1,1,4,1
2,f_f000707,2,1,2,1
4,f_f000707,2,2,1,1
1,f_f000707,1,2,5,1
3,f_f000707,2,2,2,1
1,f_f000708,1,1,4,1
3,f_f000708,3,1,7,1
2,f_f000708,2,1,1,1
4,f_f000708,3,2,7,1
1,f_f000709,7,2,4,3
2,f_f000709,7,2,4,3
1,f_f000717,1,2,6,1
4,f_f000720,2,1,1,1
1,f_f000720,1,1,5,1
3,f_f000720,2,1,2,1
2,f_f000720,2,1,2,1
2,f_f000721,11,1,2,3
1,f_f000721,7,2,5,3
1,f_f000723,8,1,4,1
1,f_f000724,1,1,5,1
2,f_f000724,2,2,2,1
1,f_f000726,3,2,6,1
2,f_f000731,5,2,5,1
1,f_f000731,5,2,6,1
3,f_f000731,6,1,6,1
1,f_f000734,7,1,6,3
2,f_f000735,7,2,4,1
1,f_f000735,7,2,4,1
3,f_f000735,7,2,4,1
1,f_f000736,8,1,4,1
1,f_f000738,1,2,7,1
2,f_f000739,2,2,2,1
1,f_f000739,1,1,5,1
3,f_f000739,2,2,1,1
1,f_f000741,1,2,5,1
3,f_f000741,2,2,1,1
2,f_f000741,2,2,2,1
2,f_f000746,7,1,4,1
4,f_f000746,7,2,4,1
1,f_f000746,1,2,4,1
3,f_f000746,7,2,4,1
1,f_f000747,8,2,3,1
1,f_f000748,1,2,5,1
3,f_f000748,2,1,2,1
2,f_f000748,2,1,2,1
2,f_f000749,2,1,2,1
1,f_f000749,1,1,5,1
3,f_f000749,2,2,1,1
2,f_f000751,2,2,1,1
1,f_f000751,1,1,5,1
3,f_f000751,2,2,1,1
1,f_f000754,2,2,2,1
1,f_f000755,8,2,4,1
1,f_f000757,8,1,4,1
1,f_f000760,1,2,4,1
2,f_f000762,2,2,3,1
1,f_f000762,1,1,6,1
3,f_f000762,2,2,3,1
1,f_f000769,8,1,3,3
1,f_f000770,8,2,4,1
1,f_f000776,8,2,3,1
1,f_f000778,8,1,4,3
1,f_f000779,3,2,6,1
1,f_f000783,1,1,5,1
1,f_f000787,3,2,7,1
2,f_f000789,2,1,1,1
1,f_f000789,1,2,5,1
2,f_f000792,2,1,1,1
1,f_f000792,1,1,4,1
3,f_f000792,2,1,1,1
2,f_f000793,2,1,1,1
1,f_f000793,1,2,4,1
1,f_f000797,1,1,4,1
2,f_f000797,2,2,1,1
1,f_f000799,1,2,5,1
2,f_f000799,2,1,1,1
1,f_f000801,3,2,7,1
2,f_f000802,2,1,1,1
1,f_f000802,1,1,5,1
1,f_f000805,1,1,5,1
1,f_f000806,8,1,4,1
3,f_f000813,7,2,5,1
5,f_f000813,7,2,5,1
2,f_f000813,7,2,5,1
4,f_f000813,7,2,5,1
1,f_f000813,7,2,5,1
2,f_f000816,7,1,3,1
1,f_f000816,8,1,3,1
3,f_f000816,7,2,3,1
1,f_f000817,1,2,5,1
2,f_f000817,2,2,1,1
1,f_f000818,7,2,3,3
2,f_f000820,2,1,2,1
1,f_f000820,1,1,5,1
3,f_f000820,2,2,2,1
1,f_f000822,7,1,3,1
1,f_f000825,7,2,3,1
2,f_f000825,7,2,3,1
1,f_f000826,1,1,4,1
2,f_f000826,2,2,1,1
1,f_f000827,1,1,7,1
2,f_f000827,2,2,3,1
1,f_f000828,10,1,6,1
3,f_f000828,10,1,6,1
2,f_f000828,10,2,6,1
4,f_f000828,10,1,5,1
1,f_f000834,1,2,4,1
2,f_f000834,2,1,1,1
1,f_f000839,1,1,4,1
2,f_f000839,2,1,1,1
2,f_f000842,2,1,2,1
1,f_f000842,1,1,5,1
3,f_f000842,2,1,2,1
1,f_f000843,7,2,8,1
3,f_f000843,7,2,8,1
2,f_f000843,7,2,8,1
1,f_f000845,8,1,4,1
2,f_f000848,2,2,1,1
1,f_f000848,1,2,5,1
2,f_f000855,2,2,3,1
1,f_f000855,1,1,6,1
3,f_f000855,2,1,3,1
1,f_f000859,8,1,4,1
2,f_f000864,7,2,3,1
1,f_f000864,7,2,3,1
1,f_f000873,1,1,1,1
1,f_f000874,7,1,3,1
1,f_f000875,3,1,6,1
3,f_f000875,4,2,8,1
2,f_f000875,3,2,6,1
2,f_f000876,7,2,6,3
1,f_f000876,7,2,6,1
2,f_f000877,2,2,4,3
1,f_f000877,1,1,7,1
1,f_f000880,1,1,4,1
1,f_f000881,8,1,4,1
1,f_f000885,8,1,3,3
1,f_f000887,3,1,7,3
3,f_f000887,5,2,4,3
5,f_f000887,6,2,1,3
7,f_f000887,6,1,7,3
9,f_f000887,6,2,4,3
2,f_f000887,3,2,6,3
4,f_f000887,6,1,4,3
6,f_f000887,6,2,8,3
8,f_f000887,6,1,5,1
2,f_f000888,2,2,1,1
1,f_f000888,2,1,1,1
3,f_f000888,4,2,7,1
1,f_f000890,8,2,4,1
1,f_f000893,8,1,4,1
1,f_f000894,5,1,3,1
1,f_f000896,1,1,5,1
1,f_f000900,3,2,7,1
2,f_f000900,5,2,5,1
2,f_f000903,2,2,2,1
1,f_f000903,3,2,7,1
3,f_f000903,3,2,2,1
1,f_f000904,3,2,6,1
3,f_f000904,6,2,6,1
2,f_f000904,5,1,3,1
1,f_f000908,8,1,4,1
2,f_f000912,2,1,1,1
4,f_f000912,3,2,7,1
1,f_f000912,1,2,5,1
3,f_f000912,3,1,8,1
1,f_f000913,8,1,3,1
1,f_f000914,8,1,4,1
1,f_f000916,8,2,4,1
1,f_f000918,7,2,4,1
3,f_f000918,7,2,4,3
2,f_f000918,7,2,4,1
2,f_f000926,2,2,2,1
1,f_f000926,1,1,5,1
3,f_f000926,2,1,2,1
2,f_f000927,2,1,2,1
1,f_f000927,1,1,5,1
3,f_f000927,2,1,1,1
1,f_f000928,1,2,4,1
1,f_f000932,3,1,6,1
3,f_f000932,5,2,3,1
2,f_f000932,3,2,6,1
1,f_f000936,8,1,3,1
1,f_f000943,1,2,6,1
1,f_f000944,1,1,4,1
2,f_f000945,2,2,1,1
1,f_f000945,1,2,4,1
2,f_f000947,2,1,1,1
1,f_f000947,1,2,4,1
3,f_f000947,2,2,1,1
1,f_f000951,7,2,3,1
1,f_f000954,8,2,3,1
3,f_f000956,2,2,1,1
2,f_f000956,2,1,1,1
1,f_f000956,1,2,4,1
2,f_f000958,2,2,1,1
1,f_f000958,1,1,4,1
1,f_f000960,1,1,4,1
3,f_f000960,3,2,6,1
2,f_f000960,3,1,6,1
2,f_f000963,2,1,1,1
1,f_f000963,1,1,4,1
2,f_f000970,2,2,1,1
1,f_f000970,1,1,4,1
3,f_f000970,2,2,1,1
1,f_f000971,1,1,4,1
2,f_f000971,2,1,1,1
2,f_f000972,5,2,6,1
1,f_f000972,3,2,8,1
3,f_f000972,5,2,5,1
1,f_f000974,1,1,4,1
3,f_f000974,2,1,1,1
2,f_f000974,2,2,1,1
2,f_f000976,2,1,2,1
1,f_f000976,1,1,5,1
3,f_f000976,2,2,2,1
1,f_f000977,1,2,4,1
3,f_f000977,2,1,2,1
2,f_f000977,2,2,2,1
4,f_f000977,3,2,7,3
1,f_f000981,1,2,4,1
3,f_f000981,2,2,1,1
2,f_f000981,2,1,1,1
1,f_f000994,7,1,4,3
1,f_f000995,1,2,4,1
3,f_f000995,2,1,1,1
2,f_f000995,2,2,1,1
2,f_f000997,2,1,1,1
1,f_f000997,1,1,4,1
1,f_f000998,8,1,4,1
2,f_f001004,2,1,1,1
1,f_f001004,1,1,4,1
3,f_f001004,2,2,1,1
1,f_f001011,1,1,5,1
2,f_f001011,2,2,1,1
1,f_f001012,1,2,5,1
2,f_f001013,7,1,5,3
1,f_f001013,1,1,5,1
3,f_f001013,7,2,5,3
1,f_f001014,8,1,4,1
1,f_f001019,1,2,4,1
3,f_f001019,2,1,1,1
2,f_f001019,2,2,1,1
1,f_f001024,7,2,4,1
2,f_f001027,7,2,7,1
1,f_f001027,7,2,7,1
2,f_f001028,2,1,1,1
1,f_f001028,1,1,5,1
2,f_f001031,2,2,2,1
1,f_f001031,1,1,5,1
3,f_f001031,2,1,2,1
1,f_f001033,8,1,4,1
2,f_f001037,2,1,2,1
1,f_f001037,1,2,4,1
3,f_f001037,2,1,2,1
1,f_f001038,1,1,5,1
3,f_f001038,2,1,1,1
2,f_f001038,2,1,1,1
2,f_f001047,2,1,1,1
1,f_f001047,1,2,5,1
3,f_f001047,2,1,1,1
1,f_f001048,3,2,7,1
2,f_f001048,5,2,4,1
1,f_f001050,8,1,4,1
2,f_f001051,2,1,2,1
1,f_f001051,1,1,5,1
2,f_f001061,6,1,2,1
1,f_f001061,2,1,1,1
3,f_f001061,6,1,2,1
1,f_f001062,8,2,3,1
1,f_f001070,1,2,5,1
3,f_f001070,2,1,1,1
2,f_f001070,2,1,1,1
2,f_f001071,2,1,1,1
1,f_f001071,1,1,5,1
3,f_f001071,2,1,1,1
2,f_f001072,2,2,1,1
1,f_f001072,1,1,5,1
3,f_f001072,2,1,1,1
2,f_f001075,2,2,1,1
4,f_f001075,3,2,7,3
6,f_f001075,5,1,4,3
8,f_f001075,6,2,4,3
1,f_f001075,1,1,4,1
3,f_f001075,3,1,7,3
5,f_f001075,5,1,4,3
7,f_f001075,6,2,4,3
9,f_f001075,6,2,1,3
1,f_f001077,1,2,4,1
3,f_f001077,2,2,2,1
2,f_f001077,2,1,1,1
1,f_f001082,1,1,4,1
3,f_f001082,7,2,4,1
2,f_f001082,7,1,4,1
2,f_f001083,2,1,1,1
1,f_f001083,1,1,4,1
1,f_f001093,2,1,4,1
2,f_f001093,2,1,4,1
1,f_f001097,1,1,4,1
1,f_f001098,1,2,5,1
1,f_f001100,8,1,4,1
1,f_f001101,8,2,3,1
1,f_f001104,8,1,5,1
3,f_f001108,2,2,2,1
2,f_f001108,2,2,3,1
1,f_f001108,1,1,5,1
2,f_f001109,2,2,2,1
1,f_f001109,1,1,5,1
3,f_f001109,2,2,2,1
1,f_f001110,1,1,6,1
1,f_f001114,8,2,3,1
1,f_f001120,1,1,6,1
1,f_f001125,7,2,4,1
1,f_f001130,7,2,6,3
1,f_f001133,1,2,5,1
1,f_f001136,1,2,4,1
3,f_f001136,2,2,1,1
2,f_f001136,2,1,1,1
1,f_f001137,8,2,4,1
1,f_f001140,1,2,5,1
3,f_f001140,2,1,1,1
2,f_f001140,2,1,2,1
3,f_f001141,2,2,2,1
2,f_f001141,2,2,2,1
1,f_f001141,1,1,5,1
2,f_f001148,2,1,1,1
1,f_f001148,1,1,5,1
1,f_f001154,8,2,3,1
1,f_f001161,1,1,5,3
3,f_f001161,2,1,2,1
2,f_f001161,2,2,2,1
2,f_f001162,2,1,1,1
1,f_f001162,1,1,5,1
7,f_f001165,6,1,2,1
2,f_f001165,2,2,2,1
4,f_f001165,3,2,8,1
6,f_f001165,6,2,6,1
8,f_f001165,6,2,2,1
1,f_f001165,1,1,5,1
3,f_f001165,2,2,2,1
5,f_f001165,6,1,6,1
1,f_f001168,1,2,4,1
2,f_f001168,2,1,1,1
1,f_f001170,1,2,5,1
3,f_f001170,2,1,2,1
2,f_f001170,2,1,2,1
2,f_f001173,2,2,2,1
1,f_f001173,2,2,2,1
3,f_f001173,4,2,8,3
1,f_f001178,1,1,4,1
3,f_f001178,2,1,1,1
2,f_f001178,2,1,1,1
1,f_f001180,7,2,3,1
1,f_f001182,2,1,1,1
2,f_f001185,2,2,2,1
1,f_f001185,1,1,5,1
1,f_f001186,5,2,3,1
1,f_f001187,3,2,7,2
2,f_f001187,5,2,4,1
1,f_f001188,5,2,4,1
2,f_f001189,2,2,1,1
1,f_f001189,1,2,5,1
2,f_f001192,7,1,6,1
1,f_f001192,7,1,6,1
1,f_f001196,8,1,4,1
2,f_f001198,2,2,1,1
4,f_f001198,11,1,4,3
1,f_f001198,1,2,5,1
3,f_f001198,11,2,1,3
1,f_f001202,8,2,4,1
1,f_f001205,7,2,3,1
2,f_f001208,2,1,1,1
1,f_f001208,1,2,4,1
2,f_f001212,2,2,1,1
1,f_f001212,1,1,4,1
3,f_f001212,2,1,1,1
1,f_f001216,8,2,3,1
1,f_f001217,7,1,3,1
1,f_f001219,7,2,5,1
1,f_f001232,7,2,3,1
1,f_f001235,7,2,3,1
2,f_f001235,7,2,3,1
1,f_f001237,3,1,6,1
2,f_f001237,3,2,6,1
1,f_f001238,1,1,7,1
3,f_f001238,6,1,7,1
2,f_f001238,5,2,7,1
1,f_f001240,1,2,6,1
2,f_f001243,2,1,1,1
1,f_f001243,1,1,4,1
1,f_f001244,7,2,5,1
1,f_f001246,7,2,4,1
1,f_f001251,2,1,2,1
